Commodity Code,O*NET-SOC Code,O*NET-SOC Title,T2 Type,T2 Example,Commodity Title
27111503,"47-4021.00","Elevator Installers and Repairers","Tools","Electricians' knives","Utility knives"
27111503,"47-4041.00","Hazardous Materials Removal Workers","Tools","Utility knives","Utility knives"
27111503,"49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","Tools","Utility knives","Utility knives"
27111503,"49-3022.00","Automotive Glass Installers and Repairers","Tools","Utility knives","Utility knives"
27111503,"49-3023.02","Automotive Specialty Technicians","Tools","Utility knives","Utility knives"
27111503,"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Tools","Utility knives","Utility knives"
27111503,"49-3093.00","Tire Repairers and Changers","Tools","Utility knives","Utility knives"
27111503,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Utility knives","Utility knives"
27111503,"49-9041.00","Industrial Machinery Mechanics","Tools","Utility knives","Utility knives"
27111503,"49-9062.00","Medical Equipment Repairers","Tools","Electricians' knives","Utility knives"
27111503,"51-2092.00","Team Assemblers","Tools","Trimming knives","Utility knives"
27111503,"51-7011.00","Cabinetmakers and Bench Carpenters","Tools","Burn-in knives","Utility knives"
27111503,"51-7011.00","Cabinetmakers and Bench Carpenters","Tools","Draw knives","Utility knives"
27111503,"51-9111.00","Packaging and Filling Machine Operators and Tenders","Tools","Utility knives","Utility knives"
27111503,"53-1021.00","First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand","Tools","Utility knives","Utility knives"
27111505,"11-3021.00","Computer and Information Systems Managers","Tools","Punchdown tools","Punches or nail sets or drifts"
27111505,"15-1041.00","Computer Support Specialists","Tools","Punchdown tools","Punches or nail sets or drifts"
27111505,"15-1071.00","Network and Computer Systems Administrators","Tools","Punchdown tools","Punches or nail sets or drifts"
27111505,"17-3021.00","Aerospace Engineering and Operations Technicians","Tools","Aligning punches","Punches or nail sets or drifts"
27111505,"17-3021.00","Aerospace Engineering and Operations Technicians","Tools","Drive punches","Punches or nail sets or drifts"
27111505,"17-3027.00","Mechanical Engineering Technicians","Tools","Center punches","Punches or nail sets or drifts"
27111505,"31-2011.00","Occupational Therapist Assistants","Tools","Mini punch sets","Punches or nail sets or drifts"
27111505,"47-2011.00","Boilermakers","Tools","Blacksmiths' punches","Punches or nail sets or drifts"
27111505,"47-2011.00","Boilermakers","Tools","Center punches","Punches or nail sets or drifts"
27111505,"47-2011.00","Boilermakers","Tools","Drift pins","Punches or nail sets or drifts"
27111505,"47-2011.00","Boilermakers","Tools","Pin punches","Punches or nail sets or drifts"
27111505,"47-2111.00","Electricians","Tools","Punchdown tools","Punches or nail sets or drifts"
27111505,"47-2211.00","Sheet Metal Workers","Tools","Center punches","Punches or nail sets or drifts"
27111505,"47-2211.00","Sheet Metal Workers","Tools","Drifts","Punches or nail sets or drifts"
27111505,"47-2211.00","Sheet Metal Workers","Tools","Hole punches","Punches or nail sets or drifts"
27111505,"47-2211.00","Sheet Metal Workers","Tools","Power punches","Punches or nail sets or drifts"
27111505,"47-2211.00","Sheet Metal Workers","Tools","Punches","Punches or nail sets or drifts"
27111505,"47-2221.00","Structural Iron and Steel Workers","Tools","Center punches","Punches or nail sets or drifts"
27111505,"47-3014.00","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Tools","Nail punches","Punches or nail sets or drifts"
27111505,"49-2091.00","Avionics Technicians","Tools","Pin punches","Punches or nail sets or drifts"
27111505,"49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","Tools","Punches","Punches or nail sets or drifts"
27111505,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Taper punches","Punches or nail sets or drifts"
27111505,"49-3021.00","Automotive Body and Related Repairers","Tools","Power punches","Punches or nail sets or drifts"
27111505,"49-3022.00","Automotive Glass Installers and Repairers","Tools","Punches","Punches or nail sets or drifts"
27111505,"49-3023.01","Automotive Master Mechanics","Tools","Punches","Punches or nail sets or drifts"
27111505,"49-3023.01","Automotive Master Mechanics","Tools","Taper punches","Punches or nail sets or drifts"
27111505,"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Tools","Brass drifts","Punches or nail sets or drifts"
27111505,"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Tools","Punch sets","Punches or nail sets or drifts"
27111505,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Brass drifts","Punches or nail sets or drifts"
27111505,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Pin punches","Punches or nail sets or drifts"
27111505,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Punch sets","Punches or nail sets or drifts"
27111505,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Three-pin punches","Punches or nail sets or drifts"
27111505,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Punches","Punches or nail sets or drifts"
27111505,"49-9021.02","Refrigeration Mechanics and Installers","Tools","Knockout punches","Punches or nail sets or drifts"
27111505,"49-9021.02","Refrigeration Mechanics and Installers","Tools","Punches","Punches or nail sets or drifts"
27111505,"49-9042.00","Maintenance and Repair Workers, General","Tools","Pin punches","Punches or nail sets or drifts"
27111505,"49-9044.00","Millwrights","Tools","Drift pins","Punches or nail sets or drifts"
27111505,"49-9044.00","Millwrights","Tools","Hole punches","Punches or nail sets or drifts"
27111505,"49-9044.00","Millwrights","Tools","Transfer punches","Punches or nail sets or drifts"
27111505,"49-9051.00","Electrical Power-Line Installers and Repairers","Tools","Knockout punches","Punches or nail sets or drifts"
27111505,"51-2041.00","Structural Metal Fabricators and Fitters","Tools","Drift pins","Punches or nail sets or drifts"
27111505,"51-2092.00","Team Assemblers","Tools","Drift pins","Punches or nail sets or drifts"
27111505,"51-2092.00","Team Assemblers","Tools","Punches","Punches or nail sets or drifts"
27111505,"51-4111.00","Tool and Die Makers","Tools","Punch sets","Punches or nail sets or drifts"
27111505,"51-9082.00","Medical Appliance Technicians","Tools","Bench punches","Punches or nail sets or drifts"
27111505,"53-7021.00","Crane and Tower Operators","Tools","Punches","Punches or nail sets or drifts"
27111506,"17-3027.00","Mechanical Engineering Technicians","Tools","Power shears","Shears"
27111506,"29-2091.00","Orthotists and Prosthetists","Tools","Shears","Shears"
27111506,"47-2011.00","Boilermakers","Tools","Shears","Shears"
27111506,"47-2041.00","Carpet Installers","Tools","Carpet base cutters","Shears"
27111506,"47-2041.00","Carpet Installers","Tools","Cushion back cutters","Shears"
27111506,"47-2041.00","Carpet Installers","Tools","Loop pile cutters","Shears"
27111506,"47-2041.00","Carpet Installers","Tools","Seam cutters","Shears"
27111506,"47-2041.00","Carpet Installers","Tools","Strip cutters","Shears"
27111506,"47-2131.00","Insulation Workers, Floor, Ceiling, and Wall","Tools","Asbestos cutters","Shears"
27111506,"47-2181.00","Roofers","Tools","Clipping shears","Shears"
27111506,"47-2181.00","Roofers","Tools","Shears","Shears"
27111506,"47-2211.00","Sheet Metal Workers","Tools","Ring and circular shears","Shears"
27111506,"47-2211.00","Sheet Metal Workers","Tools","Squaring shears","Shears"
27111506,"47-3016.00","Helpers--Roofers","Tools","Slate cutters","Shears"
27111506,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Power shears","Shears"
27111506,"49-3021.00","Automotive Body and Related Repairers","Tools","Foot shears","Shears"
27111506,"49-3023.01","Automotive Master Mechanics","Tools","Shears","Shears"
27111506,"49-3023.02","Automotive Specialty Technicians","Tools","Shears","Shears"
27111506,"49-3093.00","Tire Repairers and Changers","Tools","Scissors","Shears"
27111506,"49-3093.00","Tire Repairers and Changers","Tools","Trimmer shears","Shears"
27111506,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Duct knives","Shears"
27111506,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Shears","Shears"
27111506,"49-9042.00","Maintenance and Repair Workers, General","Tools","Shears","Shears"
27111506,"49-9043.00","Maintenance Workers, Machinery","Tools","Shears","Shears"
27111506,"51-2041.00","Structural Metal Fabricators and Fitters","Tools","Beverly shears","Shears"
27111506,"51-2041.00","Structural Metal Fabricators and Fitters","Tools","Unishears","Shears"
27111506,"51-2092.00","Team Assemblers","Tools","Hand shears","Shears"
27111506,"51-4121.06","Welders, Cutters, and Welder Fitters","Tools","Unishears","Shears"
27111506,"51-4121.07","Solderers and Brazers","Tools","Shears","Shears"
27111506,"51-7011.00","Cabinetmakers and Bench Carpenters","Tools","Metal shears","Shears"
27111507,"33-2011.01","Municipal Fire Fighters","Tools","Aviation snips","Metal cutters"
27111507,"47-2121.00","Glaziers","Tools","Metal cutting shears","Metal cutters"
27111507,"47-2131.00","Insulation Workers, Floor, Ceiling, and Wall","Tools","Sheet metal cutters","Metal cutters"
27111507,"47-2132.00","Insulation Workers, Mechanical","Tools","Sheet metal cutters","Metal cutters"
27111507,"47-2171.00","Reinforcing Iron and Rebar Workers","Tools","Metal shears","Metal cutters"
27111507,"47-2211.00","Sheet Metal Workers","Tools","Power notchers","Metal cutters"
27111507,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Offset right aviation snips","Metal cutters"
27111507,"49-3021.00","Automotive Body and Related Repairers","Tools","Double-edged cutter tools","Metal cutters"
27111507,"49-3021.00","Automotive Body and Related Repairers","Tools","Panel cutters","Metal cutters"
27111507,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Metal snips","Metal cutters"
27111507,"49-9043.00","Maintenance Workers, Machinery","Tools","Metal cutters","Metal cutters"
27111508,"17-1011.00","Architects, Except Landscape and Naval","Tools","Thermal saws","Saws"
27111508,"17-3021.00","Aerospace Engineering and Operations Technicians","Tools","Hacksaws","Saws"
27111508,"17-3031.01","Surveying Technicians","Tools","Telescoping pole saws","Saws"
27111508,"29-1122.00","Occupational Therapists","Tools","Saws","Saws"
27111508,"31-2011.00","Occupational Therapist Assistants","Tools","Multi-purpose saw sets","Saws"
27111508,"31-2012.00","Occupational Therapist Aides","Tools","Multi-purpose saw sets","Saws"
27111508,"33-1021.01","Municipal Fire Fighting and Prevention Supervisors","Tools","Hand saws","Saws"
27111508,"33-2011.01","Municipal Fire Fighters","Tools","Hacksaws","Saws"
27111508,"33-2011.02","Forest Fire Fighters","Tools","Tree saws","Saws"
27111508,"47-2031.01","Construction Carpenters","Tools","Hand saws","Saws"
27111508,"47-2031.02","Rough Carpenters","Tools","Hand saws","Saws"
27111508,"47-2081.00","Drywall and Ceiling Tile Installers","Tools","Drywall ripping tools","Saws"
27111508,"47-2081.00","Drywall and Ceiling Tile Installers","Tools","Hacksaws","Saws"
27111508,"47-2082.00","Tapers","Tools","Drywall saws","Saws"
27111508,"47-2152.01","Pipe Fitters and Steamfitters","Tools","Metal hand saws","Saws"
27111508,"47-2152.02","Plumbers","Tools","Mini hacksaws","Saws"
27111508,"47-2161.00","Plasterers and Stucco Masons","Tools","Keyhole saws","Saws"
27111508,"47-3013.00","Helpers--Electricians","Tools","Hacksaws","Saws"
27111508,"47-3013.00","Helpers--Electricians","Tools","Saws","Saws"
27111508,"47-3016.00","Helpers--Roofers","Tools","Hacksaws","Saws"
27111508,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Hacksaws","Saws"
27111508,"49-3023.01","Automotive Master Mechanics","Tools","Hacksaws","Saws"
27111508,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Hacksaws","Saws"
27111508,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Hand saws","Saws"
27111508,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Keyhole saws","Saws"
27111508,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Hand hacksaws","Saws"
27111508,"49-9042.00","Maintenance and Repair Workers, General","Tools","Hand saws","Saws"
27111508,"49-9042.00","Maintenance and Repair Workers, General","Tools","Mini hacksaws","Saws"
27111508,"49-9051.00","Electrical Power-Line Installers and Repairers","Tools","Hacksaws","Saws"
27111508,"51-4041.00","Machinists","Tools","Hacksaws","Saws"
27111508,"51-4121.07","Solderers and Brazers","Tools","Hacksaws","Saws"
27111508,"51-7011.00","Cabinetmakers and Bench Carpenters","Tools","Hand saws","Saws"
27111508,"51-7011.00","Cabinetmakers and Bench Carpenters","Tools","Tenon saws","Saws"
27111508,"53-1021.00","First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand","Tools","Hand saws","Saws"
27111508,"53-7062.00","Laborers and Freight, Stock, and Material Movers, Hand","Tools","Hand saws","Saws"
27111509,"17-2081.00","Environmental Engineers","Tools","Stem augers","Augers"
27111509,"17-3022.00","Civil Engineering Technicians","Tools","Bucket augers","Augers"
27111509,"19-1013.00","Soil and Plant Scientists","Tools","Hand augers","Augers"
27111509,"19-3091.02","Archeologists","Tools","Bucket augers","Augers"
27111509,"47-3015.00","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Tools","Augers","Augers"
27111509,"49-9042.00","Maintenance and Repair Workers, General","Tools","Augers","Augers"
27111509,"49-9051.00","Electrical Power-Line Installers and Repairers","Tools","Augers","Augers"
27111510,"41-2021.00","Counter and Rental Clerks","Tools","Wire strippers","Stripping tools"
27111510,"47-1011.00","First-Line Supervisors/Managers of Construction Trades and Extraction Workers","Tools","Wire strippers","Stripping tools"
27111510,"47-2111.00","Electricians","Tools","Automatic insulation strippers","Stripping tools"
27111510,"47-2111.00","Electricians","Tools","Cable sheath strippers","Stripping tools"
27111510,"47-2111.00","Electricians","Tools","End wire strippers","Stripping tools"
27111510,"47-2111.00","Electricians","Tools","Universal stripping tools","Stripping tools"
27111510,"47-3013.00","Helpers--Electricians","Tools","Wire stripping pliers","Stripping tools"
27111510,"47-4021.00","Elevator Installers and Repairers","Tools","Wire strippers","Stripping tools"
27111510,"49-2091.00","Avionics Technicians","Tools","Wirestrippers","Stripping tools"
27111510,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Wire strippers","Stripping tools"
27111510,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Wire strippers","Stripping tools"
27111510,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Wire strippers","Stripping tools"
27111510,"49-9021.02","Refrigeration Mechanics and Installers","Tools","Wire strippers","Stripping tools"
27111510,"49-9042.00","Maintenance and Repair Workers, General","Tools","Wire strippers","Stripping tools"
27111510,"49-9051.00","Electrical Power-Line Installers and Repairers","Tools","Cable strippers","Stripping tools"
27111510,"49-9062.00","Medical Equipment Repairers","Tools","Wirestrippers","Stripping tools"
27111510,"49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","Tools","Wire strippers","Stripping tools"
27111511,"17-3023.01","Electronics Engineering Technicians","Tools","Wire cutters","Wire cutters"
27111511,"17-3023.03","Electrical Engineering Technicians","Tools","Wire cutters","Wire cutters"
27111511,"17-3027.00","Mechanical Engineering Technicians","Tools","Wire cutters","Wire cutters"
27111511,"25-4013.00","Museum Technicians and Conservators","Tools","Wire cutters","Wire cutters"
27111511,"33-2011.01","Municipal Fire Fighters","Tools","Insulated wire cutters","Wire cutters"
27111511,"33-3021.02","Police Identification and Records Officers","Tools","Wire cutters","Wire cutters"
27111511,"47-2211.00","Sheet Metal Workers","Tools","Wire cutters","Wire cutters"
27111511,"49-2096.00","Electronic Equipment Installers and Repairers, Motor Vehicles","Tools","Wire cutters","Wire cutters"
27111511,"49-3023.02","Automotive Specialty Technicians","Tools","Wire cutters","Wire cutters"
27111511,"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Tools","Wire cutting tools","Wire cutters"
27111511,"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","Tools","Wire cutters","Wire cutters"
27111511,"49-9051.00","Electrical Power-Line Installers and Repairers","Tools","Wire cutters","Wire cutters"
27111511,"53-5011.00","Sailors and Marine Oilers","Tools","Wire cutters","Wire cutters"
27111511,"53-7064.00","Packers and Packagers, Hand","Tools","Strap cutters","Wire cutters"
27111512,"33-1021.01","Municipal Fire Fighting and Prevention Supervisors","Tools","Bolt cutters","Bolt cutters"
27111512,"33-3021.02","Police Identification and Records Officers","Tools","Bolt cutters","Bolt cutters"
27111512,"47-2021.00","Brickmasons and Blockmasons","Tools","Bolt cutters","Bolt cutters"
27111512,"47-2111.00","Electricians","Tools","Insulated bolt cutters","Bolt cutters"
27111512,"47-2152.01","Pipe Fitters and Steamfitters","Tools","Bolt cutters","Bolt cutters"
27111512,"47-2152.02","Plumbers","Tools","Bolt cutters","Bolt cutters"
27111512,"47-2171.00","Reinforcing Iron and Rebar Workers","Tools","Bolt cutters","Bolt cutters"
27111512,"47-2211.00","Sheet Metal Workers","Tools","Bolt cutters","Bolt cutters"
27111512,"47-2221.00","Structural Iron and Steel Workers","Tools","Bolt cutters","Bolt cutters"
27111512,"49-3023.01","Automotive Master Mechanics","Tools","Bolt cutters","Bolt cutters"
27111512,"49-3023.02","Automotive Specialty Technicians","Tools","Bolt cutters","Bolt cutters"
27111512,"49-3042.00","Mobile Heavy Equipment Mechanics, Except Engines","Tools","Bolt cutters","Bolt cutters"
27111512,"53-5021.01","Ship and Boat Captains","Tools","Bolt cutters","Bolt cutters"
27111513,"47-3015.00","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Tools","Gasket cutters","Hose cutter"
27111514,"29-2041.00","Emergency Medical Technicians and Paramedics","Tools","Center punches/glass hammers","Glass cutters"
27111514,"33-2011.01","Municipal Fire Fighters","Tools","Glass cutters","Glass cutters"
27111514,"47-2121.00","Glaziers","Tools","Automatic cutting tables","Glass cutters"
27111514,"47-2121.00","Glaziers","Tools","Glass cutters","Glass cutters"
27111514,"47-2121.00","Glaziers","Tools","Notched glass-breaking tools","Glass cutters"
27111514,"47-2121.00","Glaziers","Tools","Side cutters","Glass cutters"
27111514,"49-3022.00","Automotive Glass Installers and Repairers","Tools","Glass cutters","Glass cutters"
27111516,"47-2181.00","Roofers","Tools","Core cutters","Punching pliers"
27111518,"15-1071.00","Network and Computer Systems Administrators","Tools","Wire crimpers","Wire lug crimping tool"
27111518,"17-3021.00","Aerospace Engineering and Operations Technicians","Tools","Wire lug crimpers","Wire lug crimping tool"
27111518,"47-1011.00","First-Line Supervisors/Managers of Construction Trades and Extraction Workers","Tools","Hydraulic crimping tools","Wire lug crimping tool"
27111518,"47-1011.00","First-Line Supervisors/Managers of Construction Trades and Extraction Workers","Tools","Wire crimpers","Wire lug crimping tool"
27111518,"47-2111.00","Electricians","Tools","Crimping pliers","Wire lug crimping tool"
27111518,"47-2111.00","Electricians","Tools","Ratchet crimper kits","Wire lug crimping tool"
27111518,"47-3013.00","Helpers--Electricians","Tools","Crimping tools","Wire lug crimping tool"
27111518,"47-3013.00","Helpers--Electricians","Tools","Hand operated indentors","Wire lug crimping tool"
27111518,"49-2091.00","Avionics Technicians","Tools","Crimping tools","Wire lug crimping tool"
27111518,"49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","Tools","Crimping pliers","Wire lug crimping tool"
27111518,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Crimping pliers","Wire lug crimping tool"
27111518,"49-9042.00","Maintenance and Repair Workers, General","Tools","Wire crimpers","Wire lug crimping tool"
27111518,"53-7064.00","Packers and Packagers, Hand","Tools","Plastic strap crimpers","Wire lug crimping tool"
27111519,"47-2081.00","Drywall and Ceiling Tile Installers","Tools","Tin snips","Tinners snips"
27111519,"47-2111.00","Electricians","Tools","Tin snips","Tinners snips"
27111519,"47-2181.00","Roofers","Tools","Snips","Tinners snips"
27111519,"47-2181.00","Roofers","Tools","Tin snips","Tinners snips"
27111519,"47-2211.00","Sheet Metal Workers","Tools","Combination snips","Tinners snips"
27111519,"47-2221.00","Structural Iron and Steel Workers","Tools","Tin snips","Tinners snips"
27111519,"47-3015.00","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Tools","Tin snips","Tinners snips"
27111519,"49-9042.00","Maintenance and Repair Workers, General","Tools","Tin snips","Tinners snips"
27111519,"49-9062.00","Medical Equipment Repairers","Tools","Tin snips","Tinners snips"
27111519,"51-4041.00","Machinists","Tools","Aviation snips","Tinners snips"
27111519,"51-4121.07","Solderers and Brazers","Tools","Tin snips","Tinners snips"
27111520,"49-9044.00","Millwrights","Tools","Nut splitters","Nut splitters"
27111521,"47-2044.00","Tile and Marble Setters","Tools","Tile cutters","Nibblers"
27111521,"47-3016.00","Helpers--Roofers","Tools","Nibblers","Nibblers"
27111521,"47-3016.00","Helpers--Roofers","Tools","Tile cutters","Nibblers"
27111521,"49-3023.01","Automotive Master Mechanics","Tools","Nibblers","Nibblers"
27111521,"51-4121.06","Welders, Cutters, and Welder Fitters","Tools","Nibblers","Nibblers"
27111601,"17-3021.00","Aerospace Engineering and Operations Technicians","Tools","Mallets","Mallets"
27111601,"17-3031.01","Surveying Technicians","Tools","Mallets","Mallets"
27111601,"25-4013.00","Museum Technicians and Conservators","Tools","Mallets","Mallets"
27111601,"47-1011.00","First-Line Supervisors/Managers of Construction Trades and Extraction Workers","Tools","Rubber mallets","Mallets"
27111601,"47-2021.00","Brickmasons and Blockmasons","Tools","Rubber mallets","Mallets"
27111601,"47-2044.00","Tile and Marble Setters","Tools","Mallets","Mallets"
27111601,"47-2121.00","Glaziers","Tools","Rubber mallets","Mallets"
27111601,"51-2031.00","Engine and Other Machine Assemblers","Tools","Plastic mallets","Mallets"
27111601,"51-2092.00","Team Assemblers","Tools","Rubber mallets","Mallets"
27111601,"51-4111.00","Tool and Die Makers","Tools","Mallets","Mallets"
27111601,"51-9082.00","Medical Appliance Technicians","Tools","Rubber mallets","Mallets"
27111602,"17-3021.00","Aerospace Engineering and Operations Technicians","Tools","Ball peen hammers","Hammers"
27111602,"17-3022.00","Civil Engineering Technicians","Tools","Sledgehammers","Hammers"
27111602,"19-1023.00","Zoologists and Wildlife Biologists","Tools","Sledgehammers","Hammers"
27111602,"19-2042.00","Geoscientists, Except Hydrologists and Geographers","Tools","Crack hammers","Hammers"
27111602,"19-2042.00","Geoscientists, Except Hydrologists and Geographers","Tools","Soft face hammers","Hammers"
27111602,"25-4012.00","Curators","Tools","Claw hammers","Hammers"
27111602,"25-9011.00","Audio-Visual Collections Specialists","Tools","Claw hammers","Hammers"
27111602,"27-1026.00","Merchandise Displayers and Window Trimmers","Tools","Claw hammers","Hammers"
27111602,"27-1026.00","Merchandise Displayers and Window Trimmers","Tools","Tack hammers","Hammers"
27111602,"29-2041.00","Emergency Medical Technicians and Paramedics","Tools","Sledgehammers","Hammers"
27111602,"29-2056.00","Veterinary Technologists and Technicians","Tools","Sledgehammers","Hammers"
27111602,"29-2091.00","Orthotists and Prosthetists","Tools","Claw hammers","Hammers"
27111602,"31-2011.00","Occupational Therapist Assistants","Tools","Hammers","Hammers"
27111602,"33-1021.01","Municipal Fire Fighting and Prevention Supervisors","Tools","Sledgehammers","Hammers"
27111602,"33-2011.01","Municipal Fire Fighters","Tools","Claw hammers","Hammers"
27111602,"33-2011.01","Municipal Fire Fighters","Tools","Non-sparking hammers","Hammers"
27111602,"33-2011.01","Municipal Fire Fighters","Tools","Sledgehammers","Hammers"
27111602,"33-3021.02","Police Identification and Records Officers","Tools","Claw hammers","Hammers"
27111602,"39-9021.00","Personal and Home Care Aides","Tools","Hammers","Hammers"
27111602,"47-2011.00","Boilermakers","Tools","Lead hammers","Hammers"
27111602,"47-2011.00","Boilermakers","Tools","Non-sparking hammers","Hammers"
27111602,"47-2011.00","Boilermakers","Tools","Sledgehammers","Hammers"
27111602,"47-2011.00","Boilermakers","Tools","Soft face hammers","Hammers"
27111602,"47-2021.00","Brickmasons and Blockmasons","Tools","Carpenters' hammers","Hammers"
27111602,"47-2021.00","Brickmasons and Blockmasons","Tools","Mashing hammers","Hammers"
27111602,"47-2021.00","Brickmasons and Blockmasons","Tools","Sledgehammers","Hammers"
27111602,"47-2021.00","Brickmasons and Blockmasons","Tools","Striking tools","Hammers"
27111602,"47-2021.00","Brickmasons and Blockmasons","Tools","Tile hammers","Hammers"
27111602,"47-2031.01","Construction Carpenters","Tools","Hammers","Hammers"
27111602,"47-2031.01","Construction Carpenters","Tools","Sledgehammers","Hammers"
27111602,"47-2031.02","Rough Carpenters","Tools","Hammers","Hammers"
27111602,"47-2044.00","Tile and Marble Setters","Tools","Claw hammers","Hammers"
27111602,"47-2044.00","Tile and Marble Setters","Tools","Rubber hammers","Hammers"
27111602,"47-2051.00","Cement Masons and Concrete Finishers","Tools","Brick hammers","Hammers"
27111602,"47-2051.00","Cement Masons and Concrete Finishers","Tools","Hammers","Hammers"
27111602,"47-2061.00","Construction Laborers","Tools","Brick hammers","Hammers"
27111602,"47-2071.00","Paving, Surfacing, and Tamping Equipment Operators","Tools","Claw hammers","Hammers"
27111602,"47-2081.00","Drywall and Ceiling Tile Installers","Tools","Drywall hammers","Hammers"
27111602,"47-2111.00","Electricians","Tools","Claw hammers","Hammers"
27111602,"47-2121.00","Glaziers","Tools","Dead-blow hammers","Hammers"
27111602,"47-2121.00","Glaziers","Tools","Hammers","Hammers"
27111602,"47-2141.00","Painters, Construction and Maintenance","Tools","Drywall hammers","Hammers"
27111602,"47-2152.01","Pipe Fitters and Steamfitters","Tools","Hammers","Hammers"
27111602,"47-2161.00","Plasterers and Stucco Masons","Tools","Claw hammers","Hammers"
27111602,"47-2181.00","Roofers","Tools","Claw hammers","Hammers"
27111602,"47-2181.00","Roofers","Tools","Plastic hammers","Hammers"
27111602,"47-2181.00","Roofers","Tools","Seaming hammers","Hammers"
27111602,"47-2211.00","Sheet Metal Workers","Tools","Bumping hammers","Hammers"
27111602,"47-2221.00","Structural Iron and Steel Workers","Tools","Sledgehammers","Hammers"
27111602,"47-3011.00","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Tools","Claw hammers","Hammers"
27111602,"47-3012.00","Helpers--Carpenters","Tools","Claw hammers","Hammers"
27111602,"47-3012.00","Helpers--Carpenters","Tools","Sledgehammers","Hammers"
27111602,"47-3013.00","Helpers--Electricians","Tools","Hammers","Hammers"
27111602,"47-3014.00","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Tools","Claw hammers","Hammers"
27111602,"47-3016.00","Helpers--Roofers","Tools","Hammers","Hammers"
27111602,"47-4021.00","Elevator Installers and Repairers","Tools","Hammers","Hammers"
27111602,"47-4041.00","Hazardous Materials Removal Workers","Tools","Claw hammers","Hammers"
27111602,"47-4051.00","Highway Maintenance Workers","Tools","Hammers","Hammers"
27111602,"47-4051.00","Highway Maintenance Workers","Tools","Swiss hammers","Hammers"
27111602,"47-5071.00","Roustabouts, Oil and Gas","Tools","Hammers","Hammers"
27111602,"49-2096.00","Electronic Equipment Installers and Repairers, Motor Vehicles","Tools","Hammers","Hammers"
27111602,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Ball peen hammers","Hammers"
27111602,"49-3011.00","Aircraft Mechanics and Service Technicians","Tools","Hammers","Hammers"
27111602,"49-3021.00","Automotive Body and Related Repairers","Tools","Pick hammers","Hammers"
27111602,"49-3023.01","Automotive Master Mechanics","Tools","Claw hammers","Hammers"
27111602,"49-3023.01","Automotive Master Mechanics","Tools","Soft face hammers","Hammers"
27111602,"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Tools","Ball peen hammers","Hammers"
27111602,"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Tools","Claw hammers","Hammers"
27111602,"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","Tools","Sledgehammers","Hammers"
27111602,"49-3093.00","Tire Repairers and Changers","Tools","Hammers","Hammers"
27111602,"49-3093.00","Tire Repairers and Changers","Tools","Tire hammers","Hammers"
27111602,"49-9021.01","Heating and Air Conditioning Mechanics and Installers","Tools","Soft face hammers","Hammers"
