WA Name,IWA Title,DWA Title,DWA ID,IWA ID,Element ID
Handling and Moving Objects,Assemble equipment or components.,Install gauges or controls.,4.A.3.a.2.I04.D13,4.A.3.a.2.I04,4.A.3.a.2
Handling and Moving Objects,Assemble equipment or components.,"Assemble electrical components, subsystems, or systems.",4.A.3.a.2.I04.D14,4.A.3.a.2.I04,4.A.3.a.2
Handling and Moving Objects,Sew garments or materials.,Sew clothing or other articles.,4.A.3.a.2.I05.D01,4.A.3.a.2.I05,4.A.3.a.2
Handling and Moving Objects,Sew garments or materials.,Sew materials.,4.A.3.a.2.I05.D02,4.A.3.a.2.I05,4.A.3.a.2
Handling and Moving Objects,Sew garments or materials.,Repair textiles or apparel.,4.A.3.a.2.I05.D03,4.A.3.a.2.I05,4.A.3.a.2
Handling and Moving Objects,Sew garments or materials.,Operate sewing equipment.,4.A.3.a.2.I05.D04,4.A.3.a.2.I05,4.A.3.a.2
Handling and Moving Objects,Position workpieces or materials on equipment.,Feed materials or products into or through equipment.,4.A.3.a.2.I06.D01,4.A.3.a.2.I06,4.A.3.a.2
Handling and Moving Objects,Position workpieces or materials on equipment.,Mount attachments or tools onto production equipment.,4.A.3.a.2.I06.D02,4.A.3.a.2.I06,4.A.3.a.2
Handling and Moving Objects,Position workpieces or materials on equipment.,Mount materials or workpieces onto production equipment.,4.A.3.a.2.I06.D03,4.A.3.a.2.I06,4.A.3.a.2
Handling and Moving Objects,Position workpieces or materials on equipment.,Maneuver workpieces in equipment during production.,4.A.3.a.2.I06.D04,4.A.3.a.2.I06,4.A.3.a.2
Handling and Moving Objects,Position workpieces or materials on equipment.,Adjust fabrics or other materials during garment production.,4.A.3.a.2.I06.D05,4.A.3.a.2.I06,4.A.3.a.2
Handling and Moving Objects,Position workpieces or materials on equipment.,Position raw materials on processing or production equipment.,4.A.3.a.2.I06.D06,4.A.3.a.2.I06,4.A.3.a.2
Handling and Moving Objects,Shape materials to create products.,Reshape metal workpieces to established specifications.,4.A.3.a.2.I07.D01,4.A.3.a.2.I07,4.A.3.a.2
Handling and Moving Objects,Shape materials to create products.,Shape clay or dough to create products.,4.A.3.a.2.I07.D02,4.A.3.a.2.I07,4.A.3.a.2
Handling and Moving Objects,Shape materials to create products.,Shape glass or similar materials.,4.A.3.a.2.I07.D03,4.A.3.a.2.I07,4.A.3.a.2
Handling and Moving Objects,Shape materials to create products.,Reshape small metal components for precision assembly.,4.A.3.a.2.I07.D04,4.A.3.a.2.I07,4.A.3.a.2
Handling and Moving Objects,Shape materials to create products.,Shape metal workpieces with hammers or other small hand tools.,4.A.3.a.2.I07.D05,4.A.3.a.2.I07,4.A.3.a.2
Handling and Moving Objects,Shape materials to create products.,Shape surfaces or edges of wood workpieces.,4.A.3.a.2.I07.D06,4.A.3.a.2.I07,4.A.3.a.2
Handling and Moving Objects,Arrange displays or decorations.,"Arrange artwork, products, or props.",4.A.3.a.2.I08.D01,4.A.3.a.2.I08,4.A.3.a.2
Handling and Moving Objects,Arrange displays or decorations.,Set up merchandise displays.,4.A.3.a.2.I08.D02,4.A.3.a.2.I08,4.A.3.a.2
Handling and Moving Objects,Arrange displays or decorations.,"Prepare materials for preservation, storage, or display.",4.A.3.a.2.I08.D03,4.A.3.a.2.I08,4.A.3.a.2
Handling and Moving Objects,Arrange displays or decorations.,Decorate indoor or outdoor spaces.,4.A.3.a.2.I08.D04,4.A.3.a.2.I08,4.A.3.a.2
Handling and Moving Objects,Arrange displays or decorations.,Arrange items for use or display.,4.A.3.a.2.I08.D05,4.A.3.a.2.I08,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust tuning or functioning of musical instruments.,4.A.3.a.2.I09.D01,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust equipment controls to regulate gas flow.,4.A.3.a.2.I09.D02,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust equipment controls to regulate flow of production materials or products.,4.A.3.a.2.I09.D03,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Calibrate scientific or technical equipment.,4.A.3.a.2.I09.D04,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust equipment to ensure optimal performance.,4.A.3.a.2.I09.D05,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Calibrate equipment to specifications.,4.A.3.a.2.I09.D06,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust temperature controls of ovens or other heating equipment.,4.A.3.a.2.I09.D07,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Set equipment controls to meet cutting specifications.,4.A.3.a.2.I09.D08,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust settings or positions of medical equipment.,4.A.3.a.2.I09.D09,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust office equipment to ensure proper operation.,4.A.3.a.2.I09.D10,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust the tension of nuts or bolts.,4.A.3.a.2.I09.D11,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust equipment controls to regulate coolant flow.,4.A.3.a.2.I09.D12,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,"Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.",4.A.3.a.2.I09.D13,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust flow of electricity to tools or production equipment.,4.A.3.a.2.I09.D14,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Adjust vehicle components according to specifications.,4.A.3.a.2.I09.D15,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Adjust equipment to ensure adequate performance.,Control power supply connections.,4.A.3.a.2.I09.D16,4.A.3.a.2.I09,4.A.3.a.2
Handling and Moving Objects,Train animals.,Train animals.,4.A.3.a.2.I10.D01,4.A.3.a.2.I10,4.A.3.a.2
Handling and Moving Objects,Prepare medical equipment or work areas for use.,Prepare medical supplies or equipment for use.,4.A.3.a.2.I11.D01,4.A.3.a.2.I11,4.A.3.a.2
Handling and Moving Objects,Prepare medical equipment or work areas for use.,Prepare medical instruments or equipment for use.,4.A.3.a.2.I11.D02,4.A.3.a.2.I11,4.A.3.a.2
Handling and Moving Objects,Prepare medical equipment or work areas for use.,Prepare patient treatment areas for use.,4.A.3.a.2.I11.D03,4.A.3.a.2.I11,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Cut openings in existing structures.,4.A.3.a.2.I12.D01,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Trim excess material from workpieces.,4.A.3.a.2.I12.D02,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Cut materials according to specifications or needs.,4.A.3.a.2.I12.D03,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Cut industrial materials in preparation for fabrication or processing.,4.A.3.a.2.I12.D04,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,"Cut tile, stone, or other masonry materials.",4.A.3.a.2.I12.D05,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Cut metal components for installation.,4.A.3.a.2.I12.D06,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Cut wood components for installation.,4.A.3.a.2.I12.D07,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Cut fabrics.,4.A.3.a.2.I12.D08,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Trim excess material from installations.,4.A.3.a.2.I12.D09,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,Cut glass.,4.A.3.a.2.I12.D10,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Cut materials.,"Cut carpet, vinyl or other flexible materials.",4.A.3.a.2.I12.D11,4.A.3.a.2.I12,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Prepare explosives for detonation.,4.A.3.a.2.I13.D01,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Immerse objects or workpieces in cleaning or coating solutions.,4.A.3.a.2.I13.D02,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Prepare excavation or extraction sites for commissioning or decommissioning.,4.A.3.a.2.I13.D03,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Prepare hazardous waste for processing or disposal.,4.A.3.a.2.I13.D04,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Heat material or workpieces to prepare for or complete production.,4.A.3.a.2.I13.D05,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,"Melt metal, plastic, or other materials to prepare for production.",4.A.3.a.2.I13.D06,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Prepare fabrics or materials for processing or production.,4.A.3.a.2.I13.D07,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,"Prepare biological feedstock for physical, chemical, or biological processing.",4.A.3.a.2.I13.D08,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Prepare materials for processing.,4.A.3.a.2.I13.D09,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Skim impurities from molten metal.,4.A.3.a.2.I13.D10,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Prepare industrial materials for processing or use.,Ignite fuel to activate heating equipment.,4.A.3.a.2.I13.D11,4.A.3.a.2.I13,4.A.3.a.2
Handling and Moving Objects,Cut trees or other vegetation.,Cut trees or logs.,4.A.3.a.2.I14.D01,4.A.3.a.2.I14,4.A.3.a.2
Handling and Moving Objects,Cut trees or other vegetation.,Trim trees or other vegetation.,4.A.3.a.2.I14.D02,4.A.3.a.2.I14,4.A.3.a.2
Handling and Moving Objects,Smooth surfaces of objects or equipment.,Grind parts to required dimensions.,4.A.3.a.2.I15.D01,4.A.3.a.2.I15,4.A.3.a.2
Handling and Moving Objects,Smooth surfaces of objects or equipment.,"Remove dents from equipment, materials, tools or structures.",4.A.3.a.2.I15.D02,4.A.3.a.2.I15,4.A.3.a.2
Handling and Moving Objects,Smooth surfaces of objects or equipment.,Smooth surfaces of objects or equipment.,4.A.3.a.2.I15.D03,4.A.3.a.2.I15,4.A.3.a.2
Handling and Moving Objects,Smooth surfaces of objects or equipment.,"Polish materials, workpieces, or finished products.",4.A.3.a.2.I15.D04,4.A.3.a.2.I15,4.A.3.a.2
Handling and Moving Objects,Smooth surfaces of objects or equipment.,Smooth metal surfaces or edges.,4.A.3.a.2.I15.D05,4.A.3.a.2.I15,4.A.3.a.2
Handling and Moving Objects,Smooth surfaces of objects or equipment.,Smooth surfaces with abrasive materials or tools.,4.A.3.a.2.I15.D06,4.A.3.a.2.I15,4.A.3.a.2
Handling and Moving Objects,Install energy or heating equipment.,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment.",4.A.3.a.2.I16.D01,4.A.3.a.2.I16,4.A.3.a.2
Handling and Moving Objects,Install energy or heating equipment.,Install solar energy systems.,4.A.3.a.2.I16.D02,4.A.3.a.2.I16,4.A.3.a.2
Handling and Moving Objects,Install energy or heating equipment.,"Install heating, ventilation, or air conditioning (HVAC) equipment.",4.A.3.a.2.I16.D03,4.A.3.a.2.I16,4.A.3.a.2
Handling and Moving Objects,Fabricate medical devices.,Cast molds of patient anatomies to create medical or dental devices.,4.A.3.a.2.I17.D01,4.A.3.a.2.I17,4.A.3.a.2
Handling and Moving Objects,Fabricate medical devices.,Make patient-assistive devices or device models.,4.A.3.a.2.I17.D02,4.A.3.a.2.I17,4.A.3.a.2
Handling and Moving Objects,Fabricate medical devices.,Fabricate medical devices.,4.A.3.a.2.I17.D03,4.A.3.a.2.I17,4.A.3.a.2
Handling and Moving Objects,Fabricate medical devices.,Construct customized assistive medical or dental devices.,4.A.3.a.2.I17.D04,4.A.3.a.2.I17,4.A.3.a.2
Handling and Moving Objects,Direct vehicle traffic.,Direct vehicle traffic.,4.A.3.a.2.I18.D01,4.A.3.a.2.I18,4.A.3.a.2
Handling and Moving Objects,Disassemble equipment.,Remove parts or components from vehicles.,4.A.3.a.2.I19.D01,4.A.3.a.2.I19,4.A.3.a.2
Handling and Moving Objects,Disassemble equipment.,Disassemble equipment for maintenance or repair.,4.A.3.a.2.I19.D02,4.A.3.a.2.I19,4.A.3.a.2
Handling and Moving Objects,Disassemble equipment.,Disassemble equipment to inspect for deficiencies.,4.A.3.a.2.I19.D03,4.A.3.a.2.I19,4.A.3.a.2
Handling and Moving Objects,Disassemble equipment.,"Remove accessories, tools, or other parts from equipment.",4.A.3.a.2.I19.D04,4.A.3.a.2.I19,4.A.3.a.2
Handling and Moving Objects,Disassemble equipment.,Dismantle equipment or temporary structures.,4.A.3.a.2.I19.D05,4.A.3.a.2.I19,4.A.3.a.2
Handling and Moving Objects,Disassemble equipment.,Remove parts or components from equipment.,4.A.3.a.2.I19.D06,4.A.3.a.2.I19,4.A.3.a.2
Handling and Moving Objects,Disassemble equipment.,Dismantle heavy equipment or machinery.,4.A.3.a.2.I19.D07,4.A.3.a.2.I19,4.A.3.a.2
Handling and Moving Objects,Install commercial or production equipment.,"Install electrical components, equipment, or systems.",4.A.3.a.2.I20.D01,4.A.3.a.2.I20,4.A.3.a.2
Handling and Moving Objects,Install commercial or production equipment.,Install drilling equipment.,4.A.3.a.2.I20.D02,4.A.3.a.2.I20,4.A.3.a.2
Handling and Moving Objects,Install commercial or production equipment.,Install audio or communications equipment.,4.A.3.a.2.I20.D03,4.A.3.a.2.I20,4.A.3.a.2
Handling and Moving Objects,Install commercial or production equipment.,Install production equipment or systems.,4.A.3.a.2.I20.D04,4.A.3.a.2.I20,4.A.3.a.2
Handling and Moving Objects,Install commercial or production equipment.,Install instrumentation or electronic equipment or systems.,4.A.3.a.2.I20.D05,4.A.3.a.2.I20,4.A.3.a.2
Handling and Moving Objects,Install commercial or production equipment.,Install metering equipment.,4.A.3.a.2.I20.D06,4.A.3.a.2.I20,4.A.3.a.2
Handling and Moving Objects,Install commercial or production equipment.,Install home appliances.,4.A.3.a.2.I20.D07,4.A.3.a.2.I20,4.A.3.a.2
Handling and Moving Objects,Apply hygienic or cosmetic agents to skin or hair.,"Treat nails by shaping, decorating, or augmenting.",4.A.3.a.2.I21.D01,4.A.3.a.2.I21,4.A.3.a.2
Handling and Moving Objects,Apply hygienic or cosmetic agents to skin or hair.,"Apply cleansing or conditioning agents to client hair, scalp, or skin.",4.A.3.a.2.I21.D02,4.A.3.a.2.I21,4.A.3.a.2
Handling and Moving Objects,Apply hygienic or cosmetic agents to skin or hair.,Apply solutions to hair for therapeutic or cosmetic purposes.,4.A.3.a.2.I21.D03,4.A.3.a.2.I21,4.A.3.a.2
Handling and Moving Objects,Apply hygienic or cosmetic agents to skin or hair.,Apply makeup to alter or enhance appearance.,4.A.3.a.2.I21.D04,4.A.3.a.2.I21,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,Adjust position of molds during processing.,4.A.3.a.2.I22.D01,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,Position safety or support equipment.,4.A.3.a.2.I22.D02,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,Position animal trapping or capture equipment.,4.A.3.a.2.I22.D03,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,Position construction forms or molds.,4.A.3.a.2.I22.D04,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,Position construction or extraction equipment.,4.A.3.a.2.I22.D05,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,"Position equipment using hand tools, power tools, or heavy equipment.",4.A.3.a.2.I22.D06,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,"Position patterns on equipment, materials, or workpieces.",4.A.3.a.2.I22.D07,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,Level machines or equipment.,4.A.3.a.2.I22.D08,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,Position containers to receive materials or workpieces.,4.A.3.a.2.I22.D09,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Position tools or equipment.,Position material handling equipment.,4.A.3.a.2.I22.D10,4.A.3.a.2.I22,4.A.3.a.2
Handling and Moving Objects,Tend watercraft.,"Secure watercraft to docks, wharves or other vessels.",4.A.3.a.2.I23.D01,4.A.3.a.2.I23,4.A.3.a.2
Handling and Moving Objects,Adjust medical equipment to ensure adequate performance.,Adjust prostheses or other assistive devices.,4.A.3.a.2.I24.D01,4.A.3.a.2.I24,4.A.3.a.2
Handling and Moving Objects,Adjust medical equipment to ensure adequate performance.,Adjust dental devices or appliances to ensure fit.,4.A.3.a.2.I24.D02,4.A.3.a.2.I24,4.A.3.a.2
Handling and Moving Objects,Engrave objects.,"Engrave designs, text, or other markings onto materials, workpieces, or products.",4.A.3.a.2.I25.D01,4.A.3.a.2.I25,4.A.3.a.2
Handling and Moving Objects,Embalm corpses.,Embalm corpses.,4.A.3.a.2.I26.D01,4.A.3.a.2.I26,4.A.3.a.2
Handling and Moving Objects,Fabricate devices or components.,Fabricate devices or components.,4.A.3.a.2.I27.D01,4.A.3.a.2.I27,4.A.3.a.2
Handling and Moving Objects,Fabricate devices or components.,Fabricate parts or components.,4.A.3.a.2.I27.D02,4.A.3.a.2.I27,4.A.3.a.2
Handling and Moving Objects,Fabricate devices or components.,Fabricate products or components using machine tools.,4.A.3.a.2.I27.D03,4.A.3.a.2.I27,4.A.3.a.2
Handling and Moving Objects,Create decorative objects or parts of objects.,Attach decorative or functional accessories to products.,4.A.3.a.2.I28.D01,4.A.3.a.2.I28,4.A.3.a.2
Handling and Moving Objects,Create decorative objects or parts of objects.,"Construct distinctive physical objects for artistic, functional, or commercial purposes.",4.A.3.a.2.I28.D02,4.A.3.a.2.I28,4.A.3.a.2
Handling and Moving Objects,Process animal carcasses.,Slaughter animals.,4.A.3.a.2.I29.D01,4.A.3.a.2.I29,4.A.3.a.2
Handling and Moving Objects,Process animal carcasses.,Remove skin or other body parts from animals.,4.A.3.a.2.I29.D02,4.A.3.a.2.I29,4.A.3.a.2
Handling and Moving Objects,Process animal carcasses.,Process animal carcasses.,4.A.3.a.2.I29.D03,4.A.3.a.2.I29,4.A.3.a.2
Handling and Moving Objects,Drill holes in earth or materials.,Drill holes in earth or rock.,4.A.3.a.2.I30.D01,4.A.3.a.2.I30,4.A.3.a.2
Handling and Moving Objects,Drill holes in earth or materials.,Drill holes in construction materials.,4.A.3.a.2.I30.D02,4.A.3.a.2.I30,4.A.3.a.2
Handling and Moving Objects,Drill holes in earth or materials.,"Drill holes in parts, equipment, or materials.",4.A.3.a.2.I30.D03,4.A.3.a.2.I30,4.A.3.a.2
Handling and Moving Objects,Groom or style hair.,Groom wigs or hairpieces.,4.A.3.a.2.I31.D01,4.A.3.a.2.I31,4.A.3.a.2
Handling and Moving Objects,Groom or style hair.,Trim client hair.,4.A.3.a.2.I31.D02,4.A.3.a.2.I31,4.A.3.a.2
Handling and Moving Objects,"Set up classrooms, facilities, educational materials, or equipment.",Set up classroom materials or equipment.,4.A.3.a.2.I32.D01,4.A.3.a.2.I32,4.A.3.a.2
Handling and Moving Objects,"Set up classrooms, facilities, educational materials, or equipment.",Arrange childcare or educational settings to ensure physical safety of children.,4.A.3.a.2.I32.D02,4.A.3.a.2.I32,4.A.3.a.2
Handling and Moving Objects,"Set up classrooms, facilities, educational materials, or equipment.",Display student work.,4.A.3.a.2.I32.D03,4.A.3.a.2.I32,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Treat facilities to eliminate pests.,4.A.3.a.2.I33.D01,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Paint surfaces or equipment.,4.A.3.a.2.I33.D02,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Apply paint to surfaces.,4.A.3.a.2.I33.D03,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Refinish wood or metal surfaces.,4.A.3.a.2.I33.D04,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Apply chemical solutions to plants to protect against disease or insects or to enhance growth.,4.A.3.a.2.I33.D05,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Apply protective or decorative finishes to workpieces or products.,4.A.3.a.2.I33.D06,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Treat greenery or surfaces with protective substances.,4.A.3.a.2.I33.D07,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Apply solutions to production equipment.,4.A.3.a.2.I33.D08,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Apply protective solutions or coatings.,Apply sealants or other protective coatings.,4.A.3.a.2.I33.D09,4.A.3.a.2.I33,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Connect hoses to equipment or machinery.,4.A.3.a.2.I34.D01,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Rewire electrical or electronic systems.,4.A.3.a.2.I34.D02,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Connect hoses to equipment or piping.,4.A.3.a.2.I34.D03,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Lay cables to connect equipment.,4.A.3.a.2.I34.D04,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Thread wire or cable through ducts or conduits.,4.A.3.a.2.I34.D05,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Run wiring to connect equipment.,4.A.3.a.2.I34.D06,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Connect electrical components or equipment.,4.A.3.a.2.I34.D07,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Connect supply lines to production equipment or tools.,4.A.3.a.2.I34.D08,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,Connect components or supply lines to equipment or tools.,Connect cables or electrical lines.,4.A.3.a.2.I34.D09,4.A.3.a.2.I34,4.A.3.a.2
Handling and Moving Objects,"Join parts using soldering, welding, or brazing techniques.",Solder parts or workpieces.,4.A.3.a.2.I35.D01,4.A.3.a.2.I35,4.A.3.a.2
Handling and Moving Objects,"Join parts using soldering, welding, or brazing techniques.",Weld metal components.,4.A.3.a.2.I35.D02,4.A.3.a.2.I35,4.A.3.a.2
Handling and Moving Objects,"Join parts using soldering, welding, or brazing techniques.",Solder parts or connections between parts.,4.A.3.a.2.I35.D03,4.A.3.a.2.I35,4.A.3.a.2
Handling and Moving Objects,"Join parts using soldering, welding, or brazing techniques.",Braze metal parts or components.,4.A.3.a.2.I35.D04,4.A.3.a.2.I35,4.A.3.a.2
Handling and Moving Objects,"Join parts using soldering, welding, or brazing techniques.",Operate welding equipment.,4.A.3.a.2.I35.D05,4.A.3.a.2.I35,4.A.3.a.2
Handling and Moving Objects,Assemble products or work aids.,"Build models, patterns, or templates.",4.A.3.a.2.I36.D01,4.A.3.a.2.I36,4.A.3.a.2
Handling and Moving Objects,Assemble products or work aids.,Assemble garments or textile products.,4.A.3.a.2.I36.D02,4.A.3.a.2.I36,4.A.3.a.2
Handling and Moving Objects,Assemble products or work aids.,Build production molds.,4.A.3.a.2.I36.D03,4.A.3.a.2.I36,4.A.3.a.2
Handling and Moving Objects,Assemble products or work aids.,Assemble wood products.,4.A.3.a.2.I36.D04,4.A.3.a.2.I36,4.A.3.a.2
Handling and Moving Objects,Assemble products or work aids.,Build construction forms or molds.,4.A.3.a.2.I36.D05,4.A.3.a.2.I36,4.A.3.a.2
Handling and Moving Objects,Assemble products or work aids.,Assemble tires.,4.A.3.a.2.I36.D06,4.A.3.a.2.I36,4.A.3.a.2
Handling and Moving Objects,Assemble products or work aids.,"Construct patterns, templates, or other work aids.",4.A.3.a.2.I36.D07,4.A.3.a.2.I36,4.A.3.a.2
Handling and Moving Objects,Assemble products or work aids.,Assemble metal or plastic parts or products.,4.A.3.a.2.I36.D08,4.A.3.a.2.I36,4.A.3.a.2
Handling and Moving Objects,Stock supplies or products.,Stock products or parts.,4.A.3.a.2.I37.D01,4.A.3.a.2.I37,4.A.3.a.2
Handling and Moving Objects,Stock supplies or products.,Stock medical or patient care supplies.,4.A.3.a.2.I37.D02,4.A.3.a.2.I37,4.A.3.a.2
Handling and Moving Objects,Stock supplies or products.,Store records or related materials.,4.A.3.a.2.I37.D03,4.A.3.a.2.I37,4.A.3.a.2
Handling and Moving Objects,Stock supplies or products.,Store supplies or goods in kitchens or storage areas.,4.A.3.a.2.I37.D04,4.A.3.a.2.I37,4.A.3.a.2
Handling and Moving Objects,Stock supplies or products.,Stock serving stations or dining areas with food or supplies.,4.A.3.a.2.I37.D05,4.A.3.a.2.I37,4.A.3.a.2
Handling and Moving Objects,Stock supplies or products.,Stock supplies or merchandise.,4.A.3.a.2.I37.D06,4.A.3.a.2.I37,4.A.3.a.2
Handling and Moving Objects,Stock supplies or products.,Store items.,4.A.3.a.2.I37.D07,4.A.3.a.2.I37,4.A.3.a.2
Handling and Moving Objects,Collect environmental or biological samples.,Collect biological specimens from patients.,4.A.3.a.2.I38.D01,4.A.3.a.2.I38,4.A.3.a.2
Handling and Moving Objects,Collect environmental or biological samples.,Collect biological specimens.,4.A.3.a.2.I38.D02,4.A.3.a.2.I38,4.A.3.a.2
Handling and Moving Objects,Collect environmental or biological samples.,Collect geographical or geological field data.,4.A.3.a.2.I38.D03,4.A.3.a.2.I38,4.A.3.a.2
Handling and Moving Objects,Collect environmental or biological samples.,Collect geological samples.,4.A.3.a.2.I38.D04,4.A.3.a.2.I38,4.A.3.a.2
Handling and Moving Objects,Collect environmental or biological samples.,Collect environmental data or samples.,4.A.3.a.2.I38.D05,4.A.3.a.2.I38,4.A.3.a.2
Handling and Moving Objects,Apply materials to fill gaps or imperfections.,Apply mortar.,4.A.3.a.2.I39.D01,4.A.3.a.2.I39,4.A.3.a.2
Handling and Moving Objects,Apply materials to fill gaps or imperfections.,Seal gaps or cracks to prevent leakage or moisture intrusion.,4.A.3.a.2.I39.D02,4.A.3.a.2.I39,4.A.3.a.2
Handling and Moving Objects,Apply materials to fill gaps or imperfections.,"Fill cracks, imperfections, or holes in products or workpieces.",4.A.3.a.2.I39.D03,4.A.3.a.2.I39,4.A.3.a.2
